#{"t_start": 1641665631.797942, "env_id": null}
r,l,t 
-85,10,1469.660471
-126,37,1469.698485
-95,9,1469.708486
-94,4,1469.713485
-126,17,1469.730484
-105,1,1469.732485
-97,2,1469.734484
-153,29,1469.763483
-81,8,1469.772485
-89,3,1469.775484
-105,1,1469.777484
-116,12,1469.789485
-111,10,1469.800485
-105,1,1469.801485
-72,10,1469.812483
-116,12,1469.824484
0,10,1469.836484
-94,4,1469.841484
-105,1,1469.842484
-97,2,1469.845484
52,26,1469.871472
-111,14,1469.886488
-109,7,1469.893484
87,17,1469.911484
-105,1,1469.913484
-91,6,1469.919487
-106,9,1469.928484
-105,1,1469.930488
-96,11,1469.943484
-105,1,1469.945484
-131,17,1469.961484
-97,2,1469.964483
-81,4,1469.968484
-62,23,1469.991483
-89,3,1469.995483
-94,4,1469.999487
-96,3,1470.003483
-104,6,1470.009487
-126,24,1470.033488
-105,1,1470.034483
-102,3,1470.038484
-99,5,1470.043483
-96,7,1470.050484
-105,1,1470.052485
-94,4,1470.056484
-96,7,1470.063483
-109,11,1470.075484
-99,5,1470.080484
-131,17,1470.097484
-129,12,1470.109485
-105,1,1470.110485
-97,2,1470.113484
-105,1,1470.114484
-114,8,1470.122483
-94,4,1470.127137
-86,5,1470.132869
-71,6,1470.138999
-105,1,1470.141
-111,13,1470.153994
-89,3,1470.156996
-107,4,1470.161999
-94,4,1470.165995
-105,1,1470.167994
-97,2,1470.169998
-89,3,1470.173998
-141,20,1470.193994
-116,12,1470.205998
-114,24,1470.231024
-105,1,1470.232024
-94,4,1470.237028
-89,3,1470.240024
-105,1,1470.242027
-105,1,1470.243023
-71,6,1470.250024
-97,2,1470.252028
-99,5,1470.258024
-89,3,1470.261024
-97,2,1470.264024
-97,2,1470.266024
-117,13,1470.279028
-89,3,1470.282024
-97,2,1470.285028
-109,7,1470.292024
-116,12,1470.304024
-102,3,1470.308023
-105,1,1470.309028
-105,1,1470.311024
-97,2,1470.313024
-126,16,1470.329025
-94,4,1470.333024
-122,13,1470.346024
-97,2,1470.349025
-94,4,1470.353024
-86,5,1470.358023
-6,9,1470.368024
-97,2,1470.371024
-119,9,1470.379025
-81,4,1470.384024
-182,23,1470.406024
4,7,1470.414023
-105,1,1470.415024
-138,16,1470.431023
-97,2,1470.433024
-105,1,1470.435024
-94,4,1470.439024
-74,4,1470.444025
-94,4,1470.449023
-97,2,1470.451024
-104,6,1470.457024
-81,4,1470.462025
-109,7,1470.469023
-107,4,1470.473025
-81,8,1470.482024
-85,17,1470.500024
-99,5,1470.506024
-97,2,1470.508025
95,18,1470.528024
-97,2,1470.530024
-123,19,1470.550024
-84,6,1470.557024
-86,9,1470.567024
-89,3,1470.570024
-122,15,1470.585013
-89,3,1470.588013
-71,10,1470.600013
-144,19,1470.618011
-88,4,1470.62201
-93,13,1470.63601
-102,3,1470.63901
-81,8,1470.64801
72,20,1470.669024
-124,10,1470.679024
-105,1,1470.681024
-105,1,1470.682024
-102,3,1470.686023
-102,4,1470.690024
-105,1,1470.692028
-102,3,1470.695024
-34,48,1470.743024
-91,10,1470.754024
-106,13,1470.768023
-97,2,1470.770024
-94,4,1470.775023
-97,2,1470.777023
-105,1,1470.779028
-31,15,1470.794024
-95,9,1470.803028
-104,2,1470.806012
-86,5,1470.811028
-106,9,1470.820024
-109,7,1470.828024
-99,5,1470.833024
-21,12,1470.846027
-102,3,1470.849028
-91,6,1470.856028
-105,1,1470.857024
-104,6,1470.863024
-104,6,1470.870024
-89,3,1470.873024
-89,3,1470.876025
-58,10,1470.888024
-94,4,1470.892024
-86,5,1470.898024
-94,4,1470.902024
-105,1,1470.904024
-94,4,1470.908024
17,7,1470.916024
-17,16,1470.932024
-91,6,1470.939025
-89,3,1470.942024
-89,3,1470.946023
-89,3,1470.950025
-129,11,1470.962024
-81,8,1470.971025
-89,3,1470.975024
-105,1,1470.976024
-97,2,1470.979024
-89,3,1470.982024
-103,16,1470.999023
-40,19,1471.018023
-97,2,1471.021024
-96,7,1471.028023
-119,14,1471.042024
-6,36,1471.078025
-88,4,1471.083025
-97,2,1471.085024
-105,1,1471.086024
-96,7,1471.094024
-96,3,1471.097023
-117,13,1471.110024
-105,1,1471.111024
-107,4,1471.116024
-97,2,1471.118024
-105,1,1471.120024
-102,3,1471.123024
177,15,1471.139025
-102,3,1471.142024
-97,2,1471.145023
-100,10,1471.155024
-106,9,1471.164027
-102,3,1471.168024
-112,16,1471.184023
-89,3,1471.187023
-90,8,1471.195012
-86,5,1471.201028
-105,1,1471.202024
-89,3,1471.206024
-116,11,1471.217027
-97,2,1471.219023
-97,2,1471.222024
-94,4,1471.226024
-78,10,1471.237024
-97,2,1471.239023
-105,1,1471.241024
-102,3,1471.244027
-97,2,1471.247024
-102,3,1471.250029
-97,2,1471.252024
-80,10,1471.263028
-21,23,1471.287024
-99,5,1471.292024
-91,6,1471.299023
-97,2,1471.301023
-182,23,1471.323027
-100,16,1471.339012
-97,2,1471.341024
-105,1,1471.343027
-105,1,1471.344024
-104,6,1471.351024
-94,4,1471.355013
70,22,1471.377024
-90,12,1471.390028
-102,3,1471.393023
-102,3,1471.397024
-94,4,1471.401024
-105,1,1471.403025
-94,4,1471.407024
-89,3,1471.411023
-91,6,1471.417028
-89,3,1471.420025
-101,8,1471.429023
-114,8,1471.437024
-114,8,1471.445024
-94,4,1471.449023
71,27,1471.477024
-102,3,1471.481024
-66,33,1471.513025
-89,3,1471.517024
-101,8,1471.525024
-105,1,1471.527024
77,19,1471.547025
-105,1,1471.548024
-94,4,1471.553025
-99,5,1471.558023
-97,2,1471.561024
-105,1,1471.562024
-103,15,1471.577024
-121,21,1471.599025
-105,1,1471.600024
167,17,1471.619025
162,18,1471.638012
-89,3,1471.641013
-182,23,1471.663013
-106,9,1471.672011
-94,4,1471.677011
-116,12,1471.68901
-119,14,1471.70301
-109,7,1471.710011
-100,10,1471.720011
-97,2,1471.723025
-105,1,1471.724028
171,23,1471.747023
-99,5,1471.753029
-81,4,1471.757024
-105,1,1471.759028
-97,2,1471.761024
-1230,31,1471.790024
-89,3,1471.793024
-97,2,1471.796024
-101,13,1471.809024
-97,2,1471.812027
-104,6,1471.818023
-97,2,1471.821028
-99,5,1471.826024
-116,12,1471.838023
-97,2,1471.840023
-96,3,1471.844023
-116,11,1471.855023
-93,13,1471.868024
-94,4,1471.873028
-86,5,1471.878024
-107,4,1471.883024
-94,4,1471.887024
127,10,1471.898024
-104,2,1471.901024
-171,22,1471.922024
-105,1,1471.923025
-105,1,1471.925024
-105,1,1471.926024
-97,2,1471.929025
-103,7,1471.936024
-127,22,1471.958024
-89,3,1471.963025
-105,1,1471.964024
-101,12,1471.977024
-97,2,1471.980023
-105,1,1471.981024
-101,8,1471.989025
-89,3,1471.993024
-96,7,1472.000024
-105,1,1472.002024
-105,1,1472.003025
-119,14,1472.017024
-81,32,1472.048023
-107,4,1472.053025
-99,5,1472.058023
-109,7,1472.065024
-91,6,1472.072025
-105,14,1472.086024
-104,6,1472.092024
87,17,1472.110024
-97,2,1472.113025
-99,5,1472.118024
-74,4,1472.123024
-75,5,1472.128024
-117,13,1472.141287
-89,3,1472.145287
-89,3,1472.148287
-105,1,1472.150286
-162,29,1472.178287
-152,20,1472.197287
-104,6,1472.203287
-97,2,1472.206287
-30,18,1472.224287
-106,9,1472.233287
-176,23,1472.255286
-96,7,1472.262287
-81,4,1472.267286
-71,6,1472.274287
-171,27,1472.300287
-76,8,1472.309287
-105,1,1472.310287
-89,3,1472.314287
-97,2,1472.316287
-97,2,1472.319288
-94,4,1472.323287
-106,13,1472.337286
-91,6,1472.343287
-199,29,1472.370286
-105,1,1472.372287
-94,4,1472.376286
-99,5,1472.382287
-105,1,1472.383287
-129,12,1472.395287
-99,5,1472.400287
-96,7,1472.408287
-97,2,1472.410287
-105,1,1472.412291
-3,15,1472.42829
-13,13,1472.442291
-97,2,1472.444287
-131,21,1472.466287
-102,3,1472.469286
-31,14,1472.484287
-101,8,1472.49229
163,19,1472.512287
-104,6,1472.518291
-98,14,1472.533287
-116,11,1472.544286
-94,4,1472.549287
-105,1,1472.55029
-133,24,1472.574287
-105,1,1472.576287
-89,3,1472.57929
-89,3,1472.582287
-81,8,1472.591287
-89,3,1472.595286
-97,2,1472.59829
-104,6,1472.604287
-109,7,1472.611287
-41,16,1472.628287
-105,1,1472.629288
-97,2,1472.632287
-105,1,1472.633287
-99,5,1472.638286
-97,2,1472.641287
-148,25,1472.665287
-97,2,1472.667286
-124,10,1472.677287
-104,2,1472.680287
-86,5,1472.685287
152,21,1472.708287
-91,6,1472.714288
-149,19,1472.732287
-104,6,1472.738286
-105,1,1472.740288
-97,2,1472.742287
-99,5,1472.748286
-105,1,1472.749287
-99,5,1472.754288
-106,9,1472.763287
-85,7,1472.771288
-122,15,1472.785286
-96,14,1472.800287
-105,1,1472.801287
-107,4,1472.806286
-105,1,1472.807287
-102,3,1472.810287
-96,7,1472.818286
-101,8,1472.826287
-119,9,1472.835287
-99,21,1472.857286
-93,5,1472.862288
-105,1,1472.864288
-89,3,1472.867287
-102,3,1472.871287
-97,2,1472.873286
-99,5,1472.879286
-19,22,1472.902287
-105,1,1472.903286
-97,2,1472.906287
-97,2,1472.908286
-97,2,1472.911286
-105,1,1472.912287
-89,3,1472.916275
-76,8,1472.924292
-105,1,1472.926286
-101,8,1472.934291
-94,4,1472.938275
-94,4,1472.943287
-105,1,1472.944287
-97,2,1472.947287
-89,3,1472.950287
-89,3,1472.954275
-94,4,1472.958287
-106,9,1472.968287
-81,4,1472.973286
-99,5,1472.979287
-102,3,1472.983287
-105,1,1472.984287
-76,7,1472.992287
-116,15,1473.00729
-105,1,1473.009287
198,14,1473.024287
-101,8,1473.032292
-97,2,1473.035287
-105,1,1473.036287
-89,3,1473.040287
72,20,1473.061286
-97,2,1473.063287
-76,7,1473.071287
-105,1,1473.073287
2,10,1473.083286
-102,3,1473.087291
-125,17,1473.103287
-105,1,1473.105287
-68,29,1473.135286
-104,6,1473.141287
-118,18,1473.159286
-105,1,1473.161287
-97,2,1473.164287
-93,5,1473.169286
-76,7,1473.177287
-144,19,1473.195287
-106,9,1473.204288
-96,7,1473.211286
-129,11,1473.222287
-97,2,1473.224287
-97,2,1473.227286
-111,14,1473.241287
-105,1,1473.243287
-94,4,1473.247287
-102,14,1473.261286
-97,2,1473.264287
-105,1,1473.265287
-111,10,1473.275287
-97,2,1473.278286
-101,8,1473.286287
-111,10,1473.296287
-105,1,1473.298286
-97,2,1473.300287
-104,6,1473.306288
-94,20,1473.327287
14,5,1473.333287
-113,18,1473.352287
-111,10,1473.362287
-117,13,1473.375287
-31,14,1473.389287
-26,14,1473.404288
-97,2,1473.406287
-78,10,1473.417286
-122,15,1473.431287
-97,2,1473.434291
-109,7,1473.441287
-99,5,1473.446287
-105,1,1473.448286
-109,7,1473.455291
-105,1,1473.457287
193,14,1473.472291
-105,1,1473.474292
-91,6,1473.48029
-121,17,1473.498286
-97,2,1473.500287
-105,1,1473.501287
-119,14,1473.515287
-202,28,1473.542291
3,12,1473.555291
-102,3,1473.559286
-105,1,1473.560287
-100,10,1473.570287
-94,4,1473.575286
-118,19,1473.594287
95,18,1473.613287
-105,1,1473.615287
-97,2,1473.617287
-89,3,1473.621497
-105,1,1473.622288
-109,7,1473.629287
-101,8,1473.638287
-109,7,1473.645287
99,12,1473.658286
-99,5,1473.664287
114,25,1473.689287
-26,13,1473.703287
-105,1,1473.705287
-89,3,1473.708287
17,11,1473.720287
-94,4,1473.725287
-105,1,1473.726287
-94,4,1473.731276
-105,1,1473.732276
-105,1,1473.734276
-97,2,1473.736275
-97,2,1473.738276
-97,2,1473.741276
-97,2,1473.743275
-191,27,1473.769288
79,17,1473.787287
-99,5,1491.146908
-102,3,1491.15091
-105,1,1491.152908
-105,1,1491.154908
-97,2,1491.157908
-104,6,1491.165908
-99,5,1491.171908
-89,3,1491.175908
-1,8,1491.184908
-24,10,1491.196908
-86,5,1491.201909
-81,8,1491.211908
57,24,1491.237908
-89,3,1491.241908
-89,3,1491.245908
-107,4,1491.250908
212,8,1491.260908
-97,2,1491.262908
-126,16,1491.279908
-105,1,1491.281908
-104,2,1491.283908
-101,4,1491.288908
-91,6,1491.295909
-116,11,1491.307909
-99,5,1491.313909
-99,5,1491.318908
-97,2,1491.321908
-102,3,1491.325908
-102,3,1491.328908
-105,1,1491.330908
-97,2,1491.332908
-94,4,1491.337909
-89,3,1491.341909
-109,7,1491.349909
-138,26,1491.377909
-123,19,1491.398922
-99,5,1491.404926
-76,7,1491.412926
-105,1,1491.413926
99,12,1491.427922
-97,2,1491.429926
-105,1,1491.431923
179,12,1491.444922
-99,5,1491.450922
67,21,1491.472925
-11,10,1491.483925
-97,2,1491.485925
-99,5,1491.491922
162,18,1491.510925
-86,5,1491.516922
-89,3,1491.520926
-94,4,1491.524922
-105,1,1491.525922
-105,1,1491.527925
-101,8,1491.535926
-105,1,1491.537921
-89,3,1491.540926
-99,5,1491.546921
-104,6,1491.552926
-89,3,1491.555922
190,15,1491.572922
-112,5,1491.577922
-97,2,1491.580921
-101,21,1491.602921
-101,8,1491.611922
-103,7,1491.618922
-105,1,1491.619923
110,15,1491.636922
-102,3,1491.639923
-94,4,1491.643922
-105,1,1491.645923
-105,1,1491.647926
-89,3,1491.650922
-105,11,1491.661923
-105,1,1491.663922
-105,1,1491.664923
-91,6,1491.671922
-94,4,1491.675921
-101,13,1491.688921
-94,4,1491.69391
-105,1,1491.695923
-105,1,1491.696922
-104,2,1491.698922
189,10,1491.710922
-97,2,1491.712922
-91,6,1491.719923
-114,8,1491.727921
-89,3,1491.730922
-1,8,1491.739923
-89,3,1491.743922
-86,5,1491.748922
9,10,1491.759911
-97,2,1491.762911
-72,10,1491.773911
-89,3,1491.776911
-105,1,1491.778911
-86,5,1491.783911
-91,6,1491.790923
-86,5,1491.795922
-94,4,1491.799908
-105,1,1491.801908
-99,5,1491.806909
-71,6,1491.813909
-16,11,1491.825908
-94,4,1491.829908
-89,3,1491.832908
-178,25,1491.857921
94,13,1491.871922
-105,1,1491.872922
-105,1,1491.874922
-89,3,1491.877921
-89,7,1491.885922
-97,2,1491.888922
89,20,1491.909923
-94,4,1491.913922
-89,3,1491.917921
-101,8,1491.925922
-105,1,1491.926921
-105,1,1491.928921
-97,2,1491.930926
-97,2,1491.933925
-105,1,1491.934922
-106,9,1491.944922
-105,1,1491.945922
-71,10,1491.956921
-105,1,1491.958922
-102,3,1491.961927
-103,19,1491.981923
1,11,1491.993926
-89,3,1491.996926
-89,3,1492.000926
-105,1,1492.001922
-81,4,1492.006922
-102,3,1492.009927
-113,9,1492.01891
-106,9,1492.028926
-97,2,1492.030926
145,29,1492.060925
-89,3,1492.064922
-105,1,1492.065922
-106,9,1492.074922
-105,1,1492.076926
-105,1,1492.078922
-111,10,1492.088925
-106,9,1492.097925
-99,5,1492.102926
-99,5,1492.107926
-91,6,1492.114922
-114,8,1492.122921
-96,3,1492.125922
-86,9,1492.135926
-94,4,1492.140926
-96,7,1492.147922
-79,5,1492.153925
-66,9,1492.164922
-105,1,1492.166925
-104,16,1492.183922
-59,22,1492.205922
-89,3,1492.208922
-105,1,1492.210922
-118,11,1492.222212
-5,15,1492.238211
-97,2,1492.241211
-97,2,1492.243211
-110,12,1492.255211
-105,1,1492.257211
-86,9,1492.266211
-89,3,1492.269215
-81,4,1492.274211
-94,4,1492.278211
-97,2,1492.281211
-88,4,1492.285211
-93,5,1492.290215
-120,22,1492.313211
-105,1,1492.314215
-89,3,1492.318211
-93,5,1492.323211
-94,4,1492.327211
-107,4,1492.332213
-105,1,1492.333211
-152,20,1492.352211
-86,5,1492.358211
-97,2,1492.360213
-105,1,1492.362211
-94,4,1492.366211
-97,2,1492.368211
-97,2,1492.371211
-97,2,1492.373211
61,29,1492.403211
-101,8,1492.412213
-97,2,1492.414211
-81,9,1492.424212
-97,2,1492.427212
-106,9,1492.436211
-116,12,1492.447211
-97,2,1492.450212
-116,15,1492.464216
-116,11,1492.476212
-105,1,1492.477212
192,12,1492.491213
-89,3,1492.494211
-97,2,1492.497211
-91,10,1492.507213
-109,7,1492.515211
-105,1,1492.516212
-97,2,1492.518211
-94,4,1492.523212
83,19,1492.543211
-105,1,1492.545211
-95,9,1492.554211
-105,1,1492.555212
-21,18,1492.574211
145,25,1492.600213
-102,3,1492.604211
-94,4,1492.608211
-116,11,1492.619212
-97,2,1492.621212
-102,3,1492.625211
-97,2,1492.627211
-89,3,1492.631211
-86,5,1492.636215
-109,7,1492.643216
-94,4,1492.647211
-105,1,1492.649211
-105,19,1492.668216
-94,4,1492.672211
-104,6,1492.679216
-105,1,1492.680215
-71,6,1492.687211
-97,2,1492.689216
-105,1,1492.691211
-91,6,1492.697211
-105,1,1492.699216
-94,4,1492.703213
-91,6,1492.710216
-89,3,1492.713212
-96,7,1492.720211
-105,1,1492.722216
184,11,1492.734211
5,9,1492.743212
-105,1,1492.745211
-105,1,1492.746212
163,20,1492.767211
-116,11,1492.778211
-96,8,1492.787215
-89,3,1492.790211
-98,7,1492.797211
-91,6,1492.804211
-99,5,1492.809211
-98,6,1492.8152
-108,8,1492.8232
-81,8,1492.8322
-105,1,1492.8332
-89,3,1492.8372
-105,1,1492.8382
-97,2,1492.841201
-103,7,1492.848201
-89,3,1492.851213
-1164,38,1492.887198
-102,3,1492.891198
-105,1,1492.892198
-77,12,1492.905198
-94,4,1492.909212
-94,4,1492.914211
-89,3,1492.917212
-105,1,1492.919211
-117,13,1492.932211
-89,3,1492.935211
-85,12,1492.948211
-21,14,1492.962211
-89,3,1492.965211
-122,15,1492.980211
-116,15,1492.995211
-105,1,1492.996211
-105,1,1492.998211
4,8,1493.006211
-102,3,1493.010211
-99,5,1493.015211
-91,6,1493.021211
-88,12,1493.034212
-94,4,1493.039213
112,12,1493.052211
-101,8,1493.060211
-93,5,1493.0652
-78,10,1493.076211
-105,1,1493.078211
-91,6,1493.084212
-89,3,1493.088211
-97,2,1493.090211
-105,1,1493.092211
-102,3,1493.095211
-1,8,1493.104211
-94,4,1493.108211
-89,3,1493.112211
-105,1,1493.113212
-105,1,1493.115211
-99,5,1493.120211
-104,6,1493.126211
-78,11,1493.138211
-117,6,1493.144212
-105,1,1493.146215
-91,6,1493.152212
-125,23,1493.176215
-81,9,1493.187211
-97,2,1493.189211
-97,2,1493.192215
-27,15,1493.207216
-107,4,1493.211211
-28,19,1493.230215
-86,9,1493.240201
-105,1,1493.242215
-104,6,1493.248211
-89,3,1493.251216
-124,22,1493.274211
-106,9,1493.283212
-97,2,1493.285215
-78,10,1493.296211
-89,3,1493.300215
-105,1,1493.301215
-94,4,1493.306211
-118,11,1493.317211
-96,4,1493.321216
5,9,1493.331216
-98,18,1493.350211
-89,3,1493.353211
-80,18,1493.372215
-105,1,1493.374211
9,6,1493.381212
-10,15,1493.397212
-95,13,1493.410211
-97,2,1493.413212
-94,4,1493.417211
-160,21,1493.437211
-105,1,1493.439211
-99,5,1493.444211
-94,4,1493.448212
-97,2,1493.451213
-102,3,1493.454211
-89,3,1493.457211
-89,3,1493.461213
-105,1,1493.462212
-51,21,1493.483211
-97,2,1493.486211
-97,2,1493.488211
-96,7,1493.495212
-104,6,1493.501211
-99,5,1493.507211
-105,1,1493.508212
111,28,1493.536211
-97,2,1493.539211
-97,2,1493.541213
-107,4,1493.545211
-105,1,1493.547211
-89,3,1493.550211
-97,2,1493.553212
-105,1,1493.554212
-89,3,1493.558211
-81,4,1493.562211
-105,1,1493.563212
-105,1,1493.565211
-118,10,1493.575212
-105,1,1493.576211
23,11,1493.589212
-96,7,1493.596211
-98,6,1493.603212
-104,6,1493.609212
-121,19,1493.628211
-97,2,1493.631212
-104,6,1493.637212
-117,6,1493.643212
-105,1,1493.645211
-102,3,1493.648211
-97,2,1493.650211
-131,28,1493.679215
-104,6,1493.685212
-83,12,1493.698211
-91,6,1493.704211
164,15,1493.721216
-94,4,1493.725211
-105,1,1493.727212
-96,7,1493.734211
-97,2,1493.736211
-80,6,1493.743211
154,17,1493.760215
-106,9,1493.770211
-89,3,1493.773212
-94,4,1493.777211
-11,14,1493.792239
-97,2,1493.795236
-105,1,1493.796239
-43,29,1493.826235
-105,1,1493.827239
-34,20,1493.847235
-89,3,1493.851239
-116,11,1493.862224
-207,25,1493.885224
-89,3,1493.889224
-106,13,1493.903235
-117,13,1493.916235
-97,2,1493.918235
-119,9,1493.927235
-75,9,1493.937278
-102,3,1493.940278
-112,5,1493.946278
-171,22,1493.966278
-97,2,1493.969279
-96,7,1493.976278
-91,6,1493.982278
4,7,1493.990278
-96,7,1493.997278
-89,3,1494.00128
-71,6,1494.007278
-106,9,1494.017279
-99,5,1494.022278
-102,3,1494.025278
-105,1,1494.027278
-76,7,1494.034278
-94,4,1494.039279
-99,5,1494.044278
-91,6,1494.050277
-94,4,1494.055278
-94,4,1494.059278
-106,9,1494.068278
-99,5,1494.073279
-91,6,1494.080279
-73,9,1494.090278
-107,4,1494.094278
-305,31,1494.123278
-91,6,1494.129279
-105,1,1494.131279
-81,8,1494.140278
-102,3,1494.143278
-99,5,1494.148278
-99,5,1494.154278
-97,2,1494.157278
-49,22,1494.179278
-97,2,1494.182278
-125,17,1494.201279
-104,6,1494.207279
-105,1,1494.208278
132,24,1494.234493
-105,1,1494.236493
-89,3,1494.239494
-21,12,1494.251494
-105,1,1494.253493
-105,1,1494.254494
189,10,1494.265493
-94,4,1494.270494
126,28,1494.298493
-90,8,1494.307493
-91,6,1494.313493
-89,3,1494.317492
-104,2,1494.319494
7,9,1494.329493
-105,1,1494.330493
-16,11,1494.342493
-75,5,1494.347493
-75,5,1494.353493
-97,2,1494.355493
-105,1,1494.357493
-86,5,1494.362493
-84,16,1494.378493
-106,9,1494.388493
-105,1,1494.389497
-131,17,1494.405493
-15,16,1494.422493
-110,16,1494.438493
-89,3,1494.442497
-114,8,1494.450493
-166,21,1494.470497
-62,22,1494.491493
-97,2,1494.494497
185,14,1494.509498
-101,8,1494.517493
-10,12,1494.529497
-101,8,1494.538493
-97,2,1494.540493
-109,7,1494.547493
-108,8,1494.555497
-108,20,1494.576493
-97,2,1494.578493
-93,13,1494.592493
-117,13,1494.605494
-97,2,1494.608497
-92,17,1494.625493
-97,2,1494.628493
-21,12,1494.640493
-105,1,1494.642493
-78,15,1494.658493
-89,3,1494.662493
-111,10,1494.672493
-83,11,1494.683493
-86,9,1494.693493
-86,5,1494.698493
-93,5,1494.704493
-96,7,1494.711494
-96,7,1494.718494
-98,14,1494.733494
-86,9,1494.742493
-102,4,1494.747493
-91,6,1494.753494
-70,11,1494.765494
-97,2,1494.767493
-97,2,1494.770493
97,15,1494.786493
-97,2,1494.788493
-88,12,1494.801494
-119,14,1494.815493
-97,2,1494.817493
-94,4,1494.822493
-85,7,1494.829494
-119,9,1494.838493
-107,4,1494.842493
-89,3,1494.846493
-105,1,1494.847493
-97,2,1494.850493
-97,2,1494.852493
149,25,1494.878493
-105,1,1494.879493
-97,2,1494.882493
-94,4,1494.886493
-105,1,1494.888493
-120,14,1494.901498
-105,1,1494.903493
-105,1,1494.904493
-124,10,1494.914493
-119,9,1494.923495
-114,8,1494.931498
-94,4,1494.936493
-89,3,1494.939497
-105,1,1494.941494
-117,18,1494.959493
14,9,1494.969497
-97,2,1494.971498
-94,4,1494.976493
15,10,1494.987493
-97,2,1494.989497
-114,8,1494.997493
-107,15,1495.012493
-81,4,1495.017497
-97,2,1495.019493
-76,7,1495.027493
-90,8,1495.036493
-105,1,1495.037498
102,15,1495.053497
123,27,1495.081497
-97,2,1495.084493
-97,2,1495.086493
-89,3,1495.090493
-6,10,1495.100493
-99,5,1495.106493
-97,2,1495.108497
-91,6,1495.114493
-97,2,1495.117482
-105,1,1495.118494
-105,1,1495.120493
-106,9,1495.129493
-97,2,1495.131495
-105,1,1495.133494
-105,1,1495.134493
-71,6,1495.141495
-109,7,1495.148493
-126,18,1495.167493
-102,3,1495.170493
-36,15,1495.185481
-97,2,1495.188493
-97,2,1495.190493
-99,5,1495.197494
-99,5,1495.203494
105,31,1495.235216
-89,3,1495.238215
-97,2,1495.241215
-94,4,1495.245216
-104,6,1495.252215
-98,6,1495.258215
-97,2,1495.260215
-101,13,1495.274215
-115,19,1495.292215
-121,17,1495.310219
-150,26,1495.336215
-107,4,1495.340215
-105,1,1495.342216
-71,6,1495.348215
-105,1,1495.350215
-105,1,1495.35122
-94,4,1495.356215
-124,10,1495.366215
-89,3,1495.369215
-105,1,1495.371215
-97,2,1495.373219
-105,1,1495.374219
-105,1,1495.376215
-94,4,1495.380215
-89,3,1495.384215
-126,18,1495.40222
-104,6,1495.408215
-101,8,1495.416215
-94,4,1495.421205
-102,3,1495.424215
-89,3,1495.428219
-90,12,1495.440215
-105,1,1495.442215
-66,5,1495.447215
-89,3,1495.451215
-94,4,1495.455215
-97,2,1495.458215
-101,8,1495.466215
-102,3,1495.469219
107,13,1495.484219
4,7,1495.492215
-104,2,1495.494219
-97,2,1495.496215
-91,6,1495.503215
-1,8,1495.512215
-105,1,1495.513215
-124,22,1495.535215
-105,1,1495.537215
-91,27,1512.840677
-86,5,1512.846677
-116,12,1512.859678
-97,2,1512.861677
-111,10,1512.872677
-99,5,1512.878677
-78,11,1512.890677
-99,5,1512.896677
-105,15,1512.913677
-102,3,1512.916677
-94,12,1512.930677
-116,11,1512.942677
87,17,1512.962677
-102,3,1512.965677
-106,5,1512.971678
83,22,1512.995677
-94,4,1513.000677
-97,2,1513.002677
-107,20,1513.024678
-91,6,1513.030678
-105,1,1513.032678
-89,3,1513.036678
-89,3,1513.039678
-94,4,1513.044678
-104,6,1513.05168
-105,1,1513.052678
-113,14,1513.067692
-108,16,1513.085691
-31,19,1513.105691
-117,13,1513.118692
182,14,1513.134692
-94,4,1513.139691
-111,6,1513.145691
-33,17,1513.163692
-99,5,1513.168692
-99,5,1513.174691
-86,5,1513.179691
-97,2,1513.182691
-124,25,1513.207691
-97,2,1513.210695
-129,12,1513.222694
-72,10,1513.233695
-114,8,1513.242691
-105,1,1513.243691
-102,3,1513.247691
-97,2,1513.249691
-105,1,1513.251691
-97,2,1513.253691
-94,4,1513.258695
-107,4,1513.263691
-105,1,1513.264695
-89,3,1513.268692
121,14,1513.284695
-193,33,1513.316695
-89,3,1513.32069
-105,1,1513.321691
-8,12,1513.33469
-94,4,1513.338691
55,28,1513.367695
-102,3,1513.37169
-116,12,1513.384691
-89,3,1513.388695
-104,6,1513.394691
-89,3,1513.398691
-81,4,1513.402695
-74,4,1513.407691
-89,3,1513.410691
-194,44,1513.45569
-103,8,1513.463691
-105,1,1513.464695
-89,3,1513.468691
-91,6,1513.47469
67,22,1513.497691
-102,3,1513.50169
-74,40,1513.54169
-155,32,1513.57369
-89,3,1513.57769
-97,2,1513.579691
-104,6,1513.58569
-97,2,1513.588692
-111,10,1513.598692
-97,2,1513.601691
-114,19,1513.620691
-111,20,1513.64169
-114,8,1513.649692
-109,7,1513.656691
-105,1,1513.658691
-94,4,1513.662691
-89,3,1513.66569
-105,1,1513.667691
-61,26,1513.69269
-94,4,1513.69769
-96,7,1513.70469
-105,1,1513.706695
-105,1,1513.70769
-95,9,1513.716691
-113,17,1513.734695
-106,9,1513.74369
-97,2,1513.74569
-6,14,1513.761694
-103,22,1513.783695
-68,8,1513.79269
-105,1,1513.794694
-86,5,1513.799695
-35,19,1513.818718
-99,5,1513.823714
-131,17,1513.839714
-11,10,1513.850714
-102,3,1513.854714
-111,13,1513.866718
-119,9,1513.875714
-102,3,1513.879718
-73,9,1513.889714
-89,3,1513.892718
36,32,1513.925714
-106,9,1513.934717
-97,2,1513.936714
-94,4,1513.940714
-18,19,1513.961714
-282,30,1513.988715
14,9,1513.999715
-105,1,1514.000714
