#{"t_start": 1642059931.976555, "env_id": null}
r,l,t 
0,54,24264.258055
0,46,24264.426056
0,54,24264.606055
0,54,24264.794055
0,54,24264.978055
10,55,24265.17289
0,52,24265.355892
20,63,24265.593985
30,63,24265.83898
0,54,24266.05998
0,53,24266.24198
0,54,24266.43898
0,47,24266.60498
0,54,24266.79098
0,54,24266.97298
0,46,24267.134979
0,54,24267.326981
20,63,24267.556979
0,54,24267.743202
50,55,24267.929202
0,46,24268.082203
0,54,24268.274203
20,63,24268.495202
0,52,24268.678426
0,54,24268.862426
0,54,24269.040426
0,42,24269.194426
0,54,24269.378427
10,63,24269.602426
0,47,24269.763834
0,48,24269.927832
0,53,24270.099263
0,54,24270.294264
0,54,24270.483263
0,54,24270.675266
10,63,24270.882263
10,63,24271.118263
20,55,24271.304263
0,54,24271.484263
0,50,24271.660263
10,63,24271.882038
0,37,24272.005037
0,46,24272.152037
0,51,24272.321036
0,52,24272.520036
0,54,24272.711038
0,54,24272.896037
0,54,24273.094037
0,47,24273.254037
0,54,24273.444036
0,48,24273.613036
0,54,24273.789286
10,63,24274.010285
0,54,24274.202287
0,54,24274.388286
0,54,24274.586285
0,50,24274.758286
0,52,24274.937285
0,54,24275.130849
0,54,24275.311849
20,63,24275.544849
0,54,24275.721849
0,54,24275.909262
0,54,24276.089265
0,54,24276.276264
0,54,24276.458264
10,63,24276.678263
0,53,24276.860263
0,54,24277.051262
0,48,24277.219262
0,47,24277.387264
0,54,24277.573262
0,54,24277.770263
0,46,24277.966667
20,63,24278.195667
10,63,24278.42867
20,62,24278.657125
0,54,24278.889123
0,54,24279.104123
0,54,24279.312124
0,43,24279.469123
0,54,24279.702122
0,54,24279.908691
0,54,24280.144935
0,54,24280.399935
0,51,24280.632935
0,46,24280.849935
0,51,24281.039935
0,54,24281.286938
0,51,24281.492935
0,54,24281.711935
0,54,24281.928936
20,63,24282.218976
0,54,24282.455975
0,54,24282.673976
0,50,24282.856976
0,54,24283.093976
0,54,24283.315975
0,48,24283.507975
0,48,24283.719112
0,45,24283.910112
0,54,24284.166851
0,54,24284.41485
0,54,24284.633852
0,46,24284.83485
0,54,24285.066422
0,54,24285.286976
0,54,24285.522978
0,54,24285.752977
0,54,24285.980976
30,55,24286.203925
0,48,24286.393923
0,54,24286.625923
0,54,24286.861923
0,54,24287.093924
0,54,24287.312923
0,52,24287.564924
0,54,24287.788923
0,54,24287.997923
0,54,24288.253588
0,54,24288.51259
0,54,24288.738441
0,54,24288.949441
0,54,24289.190441
30,46,24289.371441
0,51,24289.573442
0,53,24289.782441
0,52,24289.993441
0,45,24290.191421
0,47,24290.37042
0,47,24290.590421
0,52,24290.801421
0,54,24291.053421
0,54,24291.25842
0,46,24291.484421
0,54,24291.734421
0,54,24291.966421
0,51,24292.17263
0,54,24292.406629
0,54,24292.628632
0,54,24292.85663
0,54,24293.08663
0,54,24293.31963
0,54,24293.545631
0,54,24293.80164
0,54,24294.031641
0,54,24294.27017
0,54,24294.483171
0,54,24294.72017
0,54,24294.917171
0,47,24295.139288
0,54,24295.359288
0,54,24295.589288
0,54,24295.787288
0,54,24295.959287
0,48,24296.124288
0,51,24296.303244
0,54,24296.474244
0,54,24296.662243
0,52,24296.828244
0,48,24296.996244
0,54,24297.192244
0,54,24297.384244
0,54,24297.565243
0,54,24297.759245
30,63,24297.979245
0,46,24298.141245
0,54,24298.336034
0,42,24298.521034
0,54,24298.702246
0,54,24298.881245
0,54,24299.066246
0,53,24299.242245
0,54,24299.422245
0,47,24299.587244
0,54,24299.774245
0,54,24299.953245
0,49,24300.118855
0,54,24300.304441
0,54,24300.488998
0,47,24300.655999
0,54,24300.844999
0,54,24301.027998
0,48,24301.191999
10,63,24301.437
0,54,24301.612
0,47,24301.776999
0,54,24301.962998
0,50,24302.140998
20,63,24302.356998
0,54,24302.53671
0,54,24302.72871
0,52,24302.912711
0,39,24303.044713
0,45,24303.19871
0,54,24303.379711
0,54,24303.57971
0,54,24303.760973
0,54,24303.961973
0,49,24304.121973
0,49,24304.296972
20,63,24304.527041
0,51,24304.70404
0,54,24304.88604
0,47,24305.055269
0,54,24305.24227
0,54,24305.43427
0,50,24305.626271
0,47,24305.790269
0,54,24305.97727
0,54,24306.16027
0,54,24306.35027
0,54,24306.54719
0,50,24306.724191
0,50,24306.88219
0,54,24307.08419
0,46,24307.23919
0,46,24307.40119
20,60,24307.61019
0,54,24307.793189
0,54,24307.992191
0,54,24308.18019
0,54,24308.36619
0,41,24308.50819
20,63,24308.732658
0,52,24308.908658
0,54,24309.086658
0,54,24309.270658
0,54,24309.463659
0,47,24309.625658
0,54,24309.814658
0,54,24309.99566
0,54,24310.188466
0,46,24310.335466
0,54,24310.524468
0,54,24310.696555
0,54,24310.889555
0,54,24311.069553
0,50,24311.245553
0,53,24311.435556
0,54,24311.617553
0,54,24311.802553
0,54,24311.983556
0,52,24312.157554
0,52,24312.336554
0,54,24312.525554
0,48,24312.693779
0,54,24312.869779
0,54,24313.060778
0,48,24313.235779
0,47,24313.402778
0,54,24313.583338
0,51,24313.759638
0,54,24313.930638
0,52,24314.100637
0,53,24314.292637
0,54,24314.483637
0,54,24314.662637
0,54,24314.842923
0,54,24315.024924
0,54,24315.219523
20,56,24315.41652
0,54,24315.607521
0,54,24315.789521
0,54,24315.984521
0,54,24316.169521
0,46,24316.327521
0,54,24316.51052
0,51,24316.687521
0,51,24316.856365
0,44,24316.999943
0,49,24317.163941
0,54,24317.339941
0,44,24317.510941
0,48,24317.671941
0,47,24317.832941
0,48,24317.999942
0,54,24318.195942
0,46,24318.346941
0,54,24318.553941
0,50,24318.72455
0,54,24318.914868
0,52,24319.098031
0,54,24319.27803
0,54,24319.47603
0,52,24319.650032
0,51,24319.828031
0,54,24320.01503
0,54,24320.208625
0,54,24320.400624
0,54,24320.594624
0,54,24320.776625
0,54,24320.961192
0,52,24321.147104
0,48,24321.316102
10,61,24321.547103
0,54,24321.731103
0,54,24321.937104
0,47,24322.089103
0,54,24322.269103
0,54,24322.464103
0,54,24322.650104
0,49,24322.832103
0,54,24323.030303
0,49,24323.20704
0,54,24323.39104
20,59,24323.65224
0,54,24323.85824
0,54,24324.056242
10,59,24324.275239
0,54,24324.51324
20,63,24324.73724
0,54,24324.93624
0,54,24325.132469
0,48,24325.300046
0,54,24325.495047
0,54,24325.682046
0,54,24325.869046
0,49,24326.044048
0,54,24326.246048
0,54,24326.454046
0,50,24326.703046
0,54,24326.890046
0,54,24327.066047
0,51,24327.242371
0,51,24327.417372
0,48,24327.582371
0,48,24327.74337
0,54,24327.926371
0,54,24328.108371
0,54,24328.291372
0,44,24328.436371
0,49,24328.622042
0,43,24328.765699
0,54,24328.963658
0,51,24329.144659
0,54,24329.331441
0,50,24329.499441
0,49,24329.662442
0,54,24329.838442
0,49,24330.016442
0,53,24330.230814
0,50,24330.399812
0,54,24330.590813
0,54,24330.772814
0,54,24330.969812
0,54,24331.157813
0,52,24331.354409
0,48,24331.523409
20,56,24331.708407
0,37,24331.841408
0,54,24332.016408
0,54,24332.220408
0,54,24332.405408
0,54,24332.587408
0,54,24332.776407
0,54,24332.976408
0,54,24333.157407
0,54,24333.343684
0,54,24333.518682
0,54,24333.718256
20,63,24333.933256
0,47,24334.098257
20,62,24334.316255
0,54,24334.500256
0,54,24334.690257
0,52,24334.869256
0,51,24335.027256
0,54,24335.221665
0,54,24335.405871
0,54,24335.600487
0,50,24335.783486
0,54,24335.978486
0,54,24336.182486
20,58,24336.389487
0,50,24336.564486
0,47,24336.739486
0,54,24336.928487
0,54,24337.107486
0,54,24337.298486
0,54,24337.492693
0,54,24337.687693
0,54,24337.860693
0,54,24338.052695
0,54,24338.244693
0,48,24338.456694
0,54,24338.559694
0,54,24338.661834
0,54,24338.767833
0,54,24338.870833
0,54,24338.977834
0,54,24339.093833
0,54,24339.200834
0,54,24339.308835
0,54,24339.420833
0,54,24339.537067
0,54,24339.64307
0,54,24339.748067
0,54,24339.855067
0,54,24339.961067
0,54,24340.073629
0,54,24340.187628
0,54,24340.292629
0,54,24340.398628
0,54,24340.512631
0,54,24340.728637
0,48,24340.891629
20,62,24341.10563
0,47,24341.270627
0,51,24341.467628
0,47,24341.651402
0,54,24341.878401
0,54,24342.121401
0,34,24342.279401
0,54,24342.5124
0,50,24342.717401
20,63,24342.995401
0,54,24343.237401
0,54,24343.4844
0,54,24343.711772
0,54,24343.930773
0,54,24344.163772
0,54,24344.403772
0,54,24344.629773
0,54,24344.876773
10,63,24345.156476
0,54,24345.377475
0,54,24345.624764
0,54,24345.813764
0,54,24346.015763
0,54,24346.205764
0,51,24346.387763
0,54,24346.575763
0,54,24346.760763
0,54,24346.943765
0,54,24347.138763
0,54,24347.329763
0,54,24347.538764
0,54,24347.719421
0,54,24347.908421
0,47,24348.08742
0,50,24348.252421
0,54,24348.44042
0,43,24348.580421
10,63,24348.806113
0,54,24348.985114
0,54,24349.168112
0,54,24349.355115
0,49,24349.537112
0,54,24349.729867
0,51,24349.905878
0,54,24350.089433
0,54,24350.277433
20,63,24350.496435
0,54,24350.697434
0,54,24350.887434
0,54,24351.080434
0,49,24351.253433
0,48,24351.415438
0,50,24351.604433
0,54,24351.796363
0,54,24351.978363
0,54,24352.165364
0,43,24352.300363
0,46,24352.479363
0,49,24352.645363
0,51,24352.819364
0,54,24352.998363
0,50,24353.182363
0,54,24353.358363
0,54,24353.553364
0,47,24353.712236
0,47,24353.874999
10,63,24354.088999
0,54,24354.271998
0,54,24354.456
0,54,24354.658
0,46,24354.822998
20,57,24355.019999
0,49,24355.210756
10,56,24355.430755
0,54,24355.650755
0,46,24355.819757
10,56,24356.039976
0,53,24356.242975
0,54,24356.454976
0,50,24356.639975
0,51,24356.827975
0,54,24357.026975
0,40,24357.175976
0,54,24357.378978
0,49,24357.569975
0,54,24357.759975
0,54,24357.95915
0,46,24358.13015
0,51,24358.32015
0,54,24358.556152
20,63,24358.837331
0,54,24359.08433
20,63,24359.345332
10,55,24359.599329
20,63,24359.868331
20,63,24360.140175
0,54,24360.366176
0,54,24360.638176
0,54,24360.876176
0,54,24361.143175
0,54,24361.353176
10,63,24361.674176
0,54,24361.918175
20,63,24362.183275
0,54,24362.407275
0,54,24362.645275
20,63,24362.898078
0,54,24363.10808
0,50,24363.318078
0,54,24363.56508
0,48,24363.773279
0,54,24364.001853
0,54,24364.223855
20,55,24364.468853
0,54,24364.703854
0,49,24364.896854
0,54,24365.133678
0,54,24365.354677
0,54,24365.589677
0,54,24365.799677
0,54,24366.043144
0,54,24366.310143
0,46,24366.499144
0,46,24366.710144
0,53,24366.918143
0,54,24367.156145
20,54,24367.396143
20,63,24367.649144
0,54,24367.881145
0,53,24368.106166
0,49,24368.342166
0,53,24368.565166
20,63,24368.835318
0,54,24369.06232
0,54,24369.325319
0,54,24369.579319
0,54,24369.79932
0,54,24370.03432
0,54,24370.278013
0,54,24370.523014
0,49,24370.736013
0,49,24370.910013
0,54,24371.094013
0,46,24371.249012
0,51,24371.431013
0,54,24371.615012
0,54,24371.809012
0,49,24371.975014
0,54,24372.162393
0,54,24372.340394
0,49,24372.515392
0,54,24372.704392
0,54,24372.880394
0,53,24373.072392
0,50,24373.239394
20,63,24373.459393
0,54,24373.643069
0,54,24373.847071
0,54,24374.02807
0,52,24374.212172
0,46,24374.371173
20,63,24374.603172
0,54,24374.783172
0,54,24374.972172
0,54,24375.158741
0,54,24375.354741
30,61,24375.570741
10,63,24375.790743
0,47,24375.943741
0,54,24376.141742
0,51,24376.320416
20,63,24376.525417
20,58,24376.718418
0,54,24376.890418
0,49,24377.059416
0,54,24377.245417
0,54,24377.440417
30,57,24377.649417
0,54,24377.837417
0,54,24378.026417
0,54,24378.212416
0,53,24378.404169
0,54,24378.587169
20,62,24378.810293
0,54,24378.997293
20,63,24379.224292
0,54,24379.415291
0,54,24379.602292
0,54,24379.784292
0,54,24379.978292
10,63,24380.201432
0,54,24380.380758
0,54,24380.575176
0,50,24380.753175
0,54,24380.940175
20,63,24381.153174
20,60,24381.365176
0,54,24381.578175
0,54,24381.764176
0,48,24381.927174
20,63,24382.144175
20,61,24382.357175
0,54,24382.556544
0,46,24382.716544
30,63,24382.932543
30,63,24383.160544
0,54,24383.352544
0,54,24383.547544
20,63,24383.752131
0,54,24383.943132
0,48,24384.105132
0,54,24384.289132
0,49,24384.460859
0,46,24384.621925
0,54,24384.810928
0,54,24384.995926
0,54,24385.190583
30,63,24385.421583
0,54,24385.596583
0,53,24385.778584
10,62,24385.987584
0,53,24386.175583
0,46,24386.337584
0,54,24386.529872
0,54,24386.737434
0,48,24386.910435
0,54,24387.106434
0,54,24387.304435
0,49,24387.499434
0,50,24387.683436
0,54,24387.886434
0,54,24388.085434
0,54,24388.285434
0,54,24388.513434
0,54,24388.706335
0,54,24388.898334
0,54,24389.093335
0,54,24389.286335
0,52,24389.476334
0,54,24389.679335
0,53,24389.867334
0,54,24390.070922
0,54,24390.272921
0,54,24390.498923
0,54,24390.739787
0,48,24390.906787
0,42,24391.051788
0,51,24391.219788
0,48,24391.389787
0,54,24391.589787
0,54,24391.771787
0,54,24391.955788
0,52,24392.133787
0,42,24392.282788
0,49,24392.474787
0,54,24392.657788
0,53,24392.838948
20,61,24393.057948
0,50,24393.218946
10,63,24393.437948
20,63,24393.651141
0,49,24393.82914
0,54,24394.007141
0,54,24394.20314
0,47,24394.363142
0,52,24394.569144
0,54,24394.757383
0,54,24394.952975
0,47,24395.111003
0,48,24395.281004
0,53,24395.473004
0,54,24395.653003
0,54,24395.852004
0,54,24396.035003
0,52,24396.218004
0,54,24396.411005
0,53,24396.598004
0,54,24396.79552
0,53,24396.988518
0,48,24397.15652
0,54,24397.340519
20,63,24397.559518
0,54,24397.733519
0,54,24397.924518
0,54,24398.105518
0,53,24398.30152
0,54,24398.484519
0,47,24398.638703
0,54,24398.812303
0,47,24398.979238
0,54,24399.168237
60,61,24399.372236
0,44,24399.529238
0,51,24399.713237
0,54,24399.899237
0,49,24400.062834
0,49,24400.236845
0,54,24400.428845
20,63,24400.648845
0,54,24400.824844
0,54,24401.007656
0,54,24401.191656
10,60,24401.391656
20,63,24401.623658
0,54,24401.813657
0,54,24401.998656
0,52,24402.177656
0,54,24402.370657
0,52,24402.566656
20,63,24402.798656
0,48,24402.973174
20,57,24403.205174
50,54,24403.396175
0,54,24403.621338
0,54,24403.832338
10,63,24404.052339
20,57,24404.271338
0,46,24404.471338
20,49,24404.636338
0,54,24404.829338
0,51,24405.0085
0,44,24405.180084
0,54,24405.372082
0,54,24405.589082
0,48,24405.783082
0,54,24406.005082
0,46,24406.170083
0,54,24406.371082
0,54,24406.550082
0,48,24406.756086
0,54,24406.951082
0,54,24407.134888
0,53,24407.320887
0,54,24407.514887
0,46,24407.675888
0,46,24407.830887
0,54,24408.004886
0,54,24408.201887
0,54,24408.385887
0,42,24408.540886
0,54,24408.722176
0,54,24408.919174
20,63,24409.145131
0,54,24409.329133
0,54,24409.531131
0,37,24409.667133
0,48,24409.832131
0,54,24410.014131
0,54,24410.205441
0,54,24410.398443
0,41,24410.559443
0,54,24410.763442
0,54,24410.956443
0,43,24411.105443
0,44,24411.25621
0,54,24411.446213
0,54,24411.625211
0,54,24411.812211
0,47,24411.972211
0,54,24412.170211
30,53,24412.35321
0,54,24412.56321
0,54,24412.74621
0,54,24412.93621
0,52,24413.11521
0,54,24413.300992
0,54,24413.506994
0,54,24413.691865
10,55,24413.881865
0,50,24414.061865
30,63,24414.273865
0,54,24414.469865
0,46,24414.624866
0,54,24414.816867
20,63,24415.027865
0,54,24415.214447
0,54,24415.421317
0,54,24415.602318
0,54,24415.793319
0,51,24415.958318
0,54,24416.139318
0,47,24416.304317
0,53,24416.483318
0,48,24416.651317
0,54,24416.826318
0,53,24417.017318
0,54,24417.201317
0,51,24417.372573
0,54,24417.566573
0,53,24417.751573
0,54,24417.934574
0,54,24418.120574
0,54,24418.299572
0,54,24418.486572
0,54,24418.657164
10,61,24418.870164
0,54,24419.058164
0,50,24419.240165
10,63,24419.46643
0,54,24419.65443
0,51,24419.830431
0,50,24420.00643
0,52,24420.186016
0,53,24420.364016
0,54,24420.553016
0,47,24420.718016
0,54,24420.912017
0,54,24421.095015
20,63,24421.322016
0,54,24421.527137
0,48,24421.690138
0,54,24421.855137
0,48,24422.009136
0,51,24422.189137
0,54,24422.368137
0,46,24422.536137
0,47,24422.698138
0,54,24422.894137
0,49,24423.064138
0,51,24423.239136
0,54,24423.433139
0,54,24423.612181
0,54,24423.800193
0,54,24423.983192
0,48,24424.150192
0,50,24424.327194
0,54,24424.517193
0,49,24424.675192
0,54,24424.871193
0,54,24425.054793
0,54,24425.244794
0,54,24425.426795
0,53,24425.610588
0,53,24425.800588
10,63,24426.014588
0,54,24426.194588
0,53,24426.367588
20,56,24426.576588
0,54,24426.765588
20,63,24426.982588
0,54,24427.160588
0,54,24427.38559
0,54,24427.602496
0,51,24427.780496
0,54,24427.970496
0,54,24428.172496
0,54,24428.349496
0,54,24428.552498
0,42,24428.705393
0,51,24428.882394
0,50,24429.055394
0,48,24429.214394
0,54,24429.391393
0,54,24429.592393
0,54,24429.775523
0,54,24429.967523
10,63,24430.17412
10,63,24430.40012
0,54,24430.59212
0,54,24430.77012
0,46,24430.94212
0,54,24431.130119
0,52,24431.30912
0,47,24431.48112
0,54,24431.653159
0,54,24431.845612
0,54,24432.030613
0,49,24432.216613
0,54,24432.382612
0,54,24432.592613
0,51,24432.754612
0,52,24432.931613
0,54,24433.131612
0,44,24433.293612
0,54,24433.478614
0,54,24433.662995
0,54,24433.842249
0,54,24434.03525
0,51,24434.209252
0,54,24434.387249
0,54,24434.572251
0,54,24434.75425
0,52,24434.929249
0,54,24435.123718
0,54,24435.312718
0,54,24435.516717
0,54,24435.703717
0,53,24435.891844
0,54,24436.090844
0,54,24436.281843
0,54,24436.472843
0,54,24436.641844
0,50,24436.807846
0,54,24436.988843
0,52,24437.168843
0,39,24437.302843
0,54,24437.489846
0,54,24437.671843
0,54,24437.855041
0,47,24438.003367
10,63,24438.220367
0,54,24438.424364
0,45,24438.580365
0,54,24438.755738
0,54,24438.943737
0,54,24439.134736
0,46,24439.293738
0,54,24439.468737
0,54,24439.655737
0,54,24439.842738
0,47,24440.000223
0,54,24440.190225
0,54,24440.366223
0,54,24440.585224
0,54,24440.759224
0,46,24440.928225
0,54,24441.114223
0,47,24441.280224
0,54,24441.470222
0,54,24441.669224
0,52,24441.849223
30,55,24442.051894
20,59,24442.245894
0,54,24442.434893
0,54,24442.612893
0,46,24442.767893
0,54,24442.950895
0,47,24443.112895
0,50,24443.286894
0,54,24443.483894
0,54,24443.673651
0,54,24443.85365
0,54,24444.048861
0,54,24444.229452
0,52,24444.420451
0,54,24444.608453
0,54,24444.792452
0,44,24444.947452
0,52,24445.131225
20,60,24445.341227
0,54,24445.540227
20,58,24445.750226
0,47,24445.922225
0,54,24446.098277
0,46,24446.266618
0,46,24446.424618
0,41,24446.578619
0,54,24446.769618
0,54,24446.959619
0,54,24447.145619
10,63,24447.372617
0,54,24447.561618
0,54,24447.750618
0,54,24447.944617
0,51,24448.125618
0,47,24448.293783
0,47,24448.450785
0,48,24448.61641
0,54,24448.797506
0,48,24448.969507
0,47,24449.135506
0,46,24449.298506
0,54,24449.492506
0,41,24449.628505
0,54,24449.816508
0,54,24450.009505
0,46,24450.177725
0,51,24450.344031
0,48,24450.514031
0,51,24450.701032
0,45,24450.858031
0,50,24451.03303
0,51,24451.214031
0,47,24451.381031
0,47,24451.543031
0,50,24451.713032
0,54,24451.895031
0,48,24452.067032
10,57,24452.260206
0,54,24452.446908
20,63,24452.67391
0,54,24452.84591
0,46,24453.00991
0,54,24453.189909
0,54,24453.373911
0,54,24453.573909
0,48,24453.737017
0,54,24453.930017
0,52,24454.112018
0,54,24454.297162
0,54,24454.498162
0,54,24454.680162
0,54,24454.867163
0,54,24455.055162
0,54,24455.243653
0,51,24455.403653
0,54,24455.601653
0,54,24455.793653
0,54,24456.011652
0,54,24456.189653
0,54,24456.381007
20,63,24456.617007
0,54,24456.810007
0,54,24457.00801
0,54,24457.186007
0,52,24457.355007
0,47,24457.553007
0,54,24457.737007
0,54,24457.926006
0,54,24458.114008
0,54,24458.303006
20,55,24458.49769
0,49,24458.666258
0,54,24458.857258
0,54,24459.04526
0,54,24459.227259
0,54,24459.420259
0,54,24459.606258
0,54,24459.785259
0,54,24459.956259
0,54,24460.148828
0,51,24460.327827
20,63,24460.549901
0,50,24460.7239
0,54,24460.9069
0,54,24461.090901
0,46,24461.240901
0,54,24461.431902
0,43,24461.585901
0,48,24461.758901
20,63,24461.972901
0,54,24462.1629
0,40,24462.2989
0,54,24462.49246
0,54,24462.682707
0,54,24462.866708
0,47,24463.031707
0,54,24463.237706
0,54,24463.418706
0,54,24463.611707
0,54,24463.782864
0,54,24463.984867
20,55,24464.169863
0,54,24464.363864
20,63,24464.59179
0,54,24464.776931
0,53,24464.957932
0,54,24465.146607
0,54,24465.323607
0,54,24465.514607
0,48,24465.670608
0,49,24465.838608
0,54,24466.036609
0,48,24466.213607
20,53,24466.397607
0,52,24466.596608
20,63,24466.819417
0,54,24467.007417
0,54,24467.194417
0,54,24467.374418
0,54,24467.570418
0,51,24467.743418
0,54,24467.932418
20,63,24468.155417
0,52,24468.330417
0,54,24468.524417
0,50,24468.696858
0,54,24468.887858
0,54,24469.078858
20,63,24469.293857
0,54,24469.497857
20,63,24469.723857
0,53,24469.904857
0,54,24470.094515
30,56,24470.286514
0,54,24470.479515
0,45,24470.624514
0,54,24470.811317
0,54,24470.998316
0,54,24471.195316
0,54,24471.375318
0,43,24471.556316
10,63,24471.780318
0,54,24471.966316
0,44,24472.118316
0,54,24472.308318
0,48,24472.479317
0,49,24472.637317
0,48,24472.802963
0,54,24472.987962
20,51,24473.166964
0,54,24473.356963
0,54,24473.542964
0,54,24473.739607
0,54,24473.918607
0,47,24474.078607
0,48,24474.238607
0,54,24474.440606
0,46,24474.602607
0,54,24474.790286
0,53,24474.975597
0,54,24475.164957
0,50,24475.333958
0,51,24475.508957
0,54,24475.699957
0,54,24475.879956
0,54,24476.069957
0,54,24476.276957
0,54,24476.468958
0,54,24476.655957
0,48,24476.820958
0,52,24476.999762
0,54,24477.190762
0,54,24477.37876
0,46,24477.540761
0,54,24477.71276
0,49,24477.88176
0,54,24478.056761
0,54,24478.24176
0,54,24478.42276
20,63,24478.647614
10,55,24478.840613
0,45,24478.99785
0,54,24479.173851
0,54,24479.359851
20,63,24479.590852
20,61,24479.798852
0,54,24479.98485
0,51,24480.15941
0,54,24480.351411
0,54,24480.532411
0,54,24480.717411
0,54,24480.89941
0,54,24481.10269
0,54,24481.28369
0,49,24481.443689
0,51,24481.619689
0,37,24481.744689
0,54,24481.93369
0,54,24482.107689
0,54,24482.303689
0,46,24482.462691
0,54,24482.655689
0,54,24482.83769
0,54,24483.043524
0,48,24483.208125
0,50,24483.373125
0,54,24483.562126
0,54,24483.745292
0,54,24483.939291
0,54,24484.125292
0,54,24484.327293
0,54,24484.512291
0,54,24484.702292
0,54,24484.880292
0,44,24485.032292
0,53,24485.214536
0,45,24485.384536
0,54,24485.583535
0,54,24485.769535
0,42,24485.911536
0,54,24486.106535
0,48,24486.275535
0,47,24486.440536
0,54,24486.618536
0,54,24486.820538
0,54,24486.997536
0,54,24487.187762
40,63,24487.40776
0,54,24487.60576
0,54,24487.78876
0,54,24487.97676
0,42,24488.114761
0,54,24488.304762
0,54,24488.481761
0,54,24488.666614
0,54,24488.843611
0,46,24489.003613
0,48,24489.168488
0,54,24489.365772
20,63,24489.585772
10,63,24489.817771
0,54,24489.992772
0,49,24490.162258
0,47,24490.314254
0,53,24490.516256
0,54,24490.690255
0,50,24490.865254
0,52,24491.054255
0,53,24491.242255
0,54,24491.430286
0,54,24491.624287
0,54,24491.802288
0,47,24491.972286
0,54,24492.166287
20,63,24492.372286
20,53,24492.564286
0,54,24492.751286
0,54,24492.943286
0,51,24493.109286
0,46,24493.275286
0,52,24493.470461
0,49,24493.635606
20,63,24493.857644
0,54,24494.048354
0,53,24494.246355
0,54,24494.435365
0,54,24494.628366
0,54,24494.804365
10,54,24494.996365
0,54,24495.179927
0,54,24495.360927
0,54,24495.550697
20,63,24495.772698
0,54,24495.954697
0,54,24496.142698
0,47,24496.305698
20,48,24496.509697
0,54,24496.691697
0,54,24496.867269
0,54,24497.041269
30,63,24497.275269
0,54,24497.461004
0,54,24497.650003
20,59,24497.851003
0,47,24498.014005
10,58,24498.220004
0,54,24498.403002
0,49,24498.597003
0,54,24498.782645
0,54,24498.975645
20,63,24499.179645
0,52,24499.348646
0,48,24499.535053
0,54,24499.723051
40,46,24499.884052
0,48,24500.049052
0,51,24500.233719
0,54,24500.42472
0,48,24500.587718
0,54,24500.770719
0,50,24500.950719
0,54,24501.141718
0,54,24501.324719
0,50,24501.50276
0,54,24501.697925
0,54,24501.879922
0,54,24502.070923
0,54,24502.258924
0,54,24502.457923
0,54,24502.632922
0,47,24502.794923
20,63,24503.010924
0,49,24503.181922
0,48,24503.338925
0,54,24503.544924
50,60,24503.755211
0,54,24503.955211
0,46,24504.111211
0,54,24504.31021
30,63,24504.531211
0,44,24504.690211
0,54,24504.880212
0,54,24505.068769
0,47,24505.220768
0,46,24505.386769
0,50,24505.547768
0,54,24505.737583
0,46,24505.891583
0,50,24506.078585
0,54,24506.269583
0,47,24506.438583
0,46,24506.598583
0,54,24506.778584
20,58,24506.976583
10,59,24507.173584
0,54,24507.361583
0,54,24507.549583
0,46,24507.708583
0,54,24507.883539
0,54,24508.07154
0,52,24508.249539
0,54,24508.431538
0,54,24508.63018
0,54,24508.81118
0,54,24508.99918
0,54,24509.183179
0,53,24509.370181
0,48,24509.535181
0,54,24509.723181
0,54,24509.911831
0,54,24510.095132
0,53,24510.268131
0,48,24510.444131
0,54,24510.630132
0,54,24510.810131
0,54,24511.004133
0,47,24511.169132
0,54,24511.346132
0,54,24511.536131
0,54,24511.712132
0,53,24511.901132
0,52,24512.077658
0,53,24512.265659
20,63,24512.474659
0,54,24512.671659
0,54,24512.849658
0,54,24513.037659
0,49,24513.205658
0,54,24513.396659
0,54,24513.57766
0,54,24513.765232
0,51,24513.934232
0,48,24514.101082
0,50,24514.273082
0,48,24514.441082
0,54,24514.615081
0,52,24514.797773
0,48,24514.965775
0,54,24515.167359
0,53,24515.346359
0,54,24515.541361
0,54,24515.714361
0,54,24515.90636
0,47,24516.073921
0,54,24516.266389
0,54,24516.451389
0,53,24516.637389
0,54,24516.821389
0,54,24517.035391
0,50,24517.195389
0,54,24517.37939
0,54,24517.565389
0,54,24517.758389
0,54,24517.942388
0,54,24518.125992
0,46,24518.281393
0,54,24518.474393
0,54,24518.655961
10,63,24518.869961
0,52,24519.041961
0,50,24519.212962
0,54,24519.317961
0,54,24519.43896
0,54,24519.55096
0,54,24519.65996
0,54,24519.766961
0,54,24519.874962
0,54,24519.980961
0,54,24520.095519
0,54,24520.204674
0,54,24520.312252
0,54,24520.413252
0,54,24520.517253
0,54,24520.620252
0,54,24520.722252
0,54,24520.825253
0,54,24520.933252
0,54,24521.046253
0,54,24521.164253
0,54,24521.271252
20,63,24521.511253
0,54,24521.706252
0,54,24521.895252
0,53,24522.073253
20,63,24522.306744
0,46,24522.468745
0,54,24522.651745
0,54,24522.841746
0,54,24523.024744
0,54,24523.214747
0,48,24523.383744
0,54,24523.557745
0,52,24523.742418
0,54,24523.924418
0,54,24524.104418
0,51,24524.290975
0,49,24524.470343
0,53,24524.654343
30,63,24524.872343
0,54,24525.063344
0,54,24525.246032
0,49,24525.427033
0,54,24525.620033
50,63,24525.833033
0,54,24526.030032
0,54,24526.235034
0,54,24526.420978
0,48,24526.589978
20,63,24526.805979
